Video,Model,Aktarim_Modu,Frame_ID,Decode_Zamani_ms,Stabil_FPS
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,64,33.88,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,65,33.8,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,66,33.89,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,67,33.81,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,68,33.83,29.5
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,69,33.79,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,70,33.89,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,71,33.83,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,72,33.83,29.51
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,73,33.8,29.52
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,74,33.93,29.53
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,75,33.95,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,76,33.81,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,77,33.83,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,78,33.8,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,79,33.81,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,80,33.77,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,81,33.85,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,82,33.88,29.53
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,83,33.88,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,84,33.8,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,85,33.88,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,86,33.82,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,87,33.79,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,88,33.79,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,89,33.74,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,90,33.76,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,91,33.71,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,92,33.87,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,93,33.78,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,94,33.78,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,95,33.88,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,96,33.86,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,97,33.81,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,98,33.79,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,99,33.79,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,100,33.78,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,101,33.76,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,102,33.72,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,103,33.77,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,104,33.8,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,105,33.76,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,106,33.8,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,107,33.83,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,108,33.8,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,109,33.8,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,110,33.86,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,111,33.85,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,112,34.06,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,113,33.83,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,114,33.82,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,115,33.82,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,116,33.76,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,117,33.85,29.58
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,118,33.89,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,119,33.88,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,120,33.74,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,121,33.8,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,122,33.79,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,123,33.85,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,124,33.91,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,125,33.85,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,126,33.96,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,127,33.75,29.57
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,128,33.91,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,129,33.71,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,130,33.8,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,131,33.84,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,132,33.86,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,133,33.8,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,134,33.88,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,135,33.89,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,136,33.79,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,137,33.91,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,138,33.72,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,139,33.79,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,140,33.88,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,141,33.82,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,142,33.81,29.56
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,143,34.24,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,144,33.87,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,145,33.79,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,146,33.91,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,147,33.79,29.54
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,148,33.77,29.55
12331098_1080_1920_25fps,V5_Standart,CODEC_ZLIB,149,33.84,29.55
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,0,44.64,22.4
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,1,38.89,23.94
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,2,36.08,25.08
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,3,35.52,25.79
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,4,34.65,26.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,5,34.65,26.74
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,6,34.79,27.0
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,7,34.54,27.23
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,8,33.99,27.46
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,9,34.03,27.64
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,10,33.96,27.8
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,11,34.13,27.92
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,12,33.89,28.03
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,13,33.95,28.13
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,14,33.94,28.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,15,34.23,28.28
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,16,33.89,28.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,17,34.35,28.39
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,18,34.16,28.43
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,19,34.19,28.47
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,20,33.86,28.52
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,21,34.44,28.54
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,22,33.96,28.58
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,23,34.01,28.61
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,24,34.17,28.64
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,25,34.31,28.66
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,26,33.92,28.69
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,27,33.95,28.72
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,28,34.16,28.73
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,29,33.97,28.76
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,30,33.94,29.06
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,31,33.94,29.2
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,32,34.26,29.25
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,33,34.07,29.29
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,34,33.95,29.31
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,35,34.47,29.31
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,36,33.95,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,37,34.09,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,38,34.04,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,39,34.1,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,40,33.92,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,41,33.95,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,42,34.35,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,43,33.96,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,44,34.04,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,45,34.05,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,46,34.15,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,47,34.09,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,48,33.95,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,49,34.22,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,50,33.96,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,51,33.94,29.36
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,52,34.06,29.36
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,53,34.13,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,54,34.11,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,55,33.91,29.37
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,56,34.51,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,57,34.03,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,58,33.88,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,59,33.98,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,60,34.11,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,61,34.19,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,62,33.93,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,63,33.95,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,64,34.11,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,65,34.26,29.36
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,66,33.91,29.36
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,67,34.23,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,68,34.04,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,69,34.11,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,70,33.99,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,71,34.54,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,72,37.1,29.26
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,73,34.71,29.23
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,74,34.21,29.23
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,75,34.41,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,76,34.25,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,77,33.94,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,78,34.15,29.21
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,79,33.94,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,80,34.08,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,81,34.14,29.21
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,82,34.05,29.21
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,83,34.07,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,84,33.94,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,85,34.78,29.2
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,86,34.13,29.21
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,87,34.13,29.2
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,88,33.98,29.2
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,89,34.0,29.2
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,90,35.91,29.15
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,91,34.07,29.15
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,92,34.24,29.14
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,93,34.28,29.13
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,94,33.89,29.14
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,95,34.23,29.14
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,96,34.34,29.13
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,97,34.17,29.13
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,98,34.06,29.13
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,99,34.6,29.12
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,100,34.01,29.12
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,101,33.96,29.13
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,102,33.95,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,103,34.2,29.24
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,104,34.1,29.24
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,105,34.12,29.25
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,106,34.84,29.23
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,107,34.17,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,108,34.08,29.23
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,109,34.08,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,110,34.1,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,111,34.07,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,112,34.18,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,113,34.02,29.22
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,114,34.16,29.21
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,115,33.91,29.24
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,116,33.97,29.24
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,117,34.12,29.24
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,118,34.09,29.24
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,119,33.85,29.25
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,120,33.96,29.3
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,121,34.24,29.3
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,122,33.98,29.3
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,123,34.24,29.3
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,124,33.93,29.3
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,125,34.17,29.31
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,126,34.16,29.31
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,127,33.92,29.32
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,128,34.35,29.31
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,129,33.88,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,130,34.03,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,131,34.08,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,132,34.19,29.32
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,133,34.02,29.32
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,134,33.97,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,135,34.07,29.33
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,136,34.12,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,137,34.12,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,138,33.95,29.36
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,139,34.21,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,140,34.19,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,141,33.9,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,142,33.98,29.36
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,143,34.56,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,144,34.14,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,145,33.9,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,146,33.86,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,147,34.17,29.35
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,148,34.16,29.34
12331098_1080_1920_25fps,V6_Mufettisli,ZLIB,149,34.04,29.34
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,0,36.04,27.75
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,1,43.32,25.2
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,2,35.49,26.12
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,3,35.57,26.59
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,4,35.31,26.92
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,5,34.54,27.24
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,6,34.47,27.48
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,7,35.27,27.59
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,8,34.44,27.74
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,9,34.02,27.9
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,10,33.88,28.04
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,11,34.19,28.13
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,12,33.99,28.23
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,13,34.47,28.28
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,14,34.05,28.35
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,15,33.89,28.42
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,16,33.97,28.48
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,17,33.9,28.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,18,33.87,28.59
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,19,33.89,28.63
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,20,33.81,28.67
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,21,33.87,28.71
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,22,33.89,28.75
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,23,33.95,28.77
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,24,33.83,28.8
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,25,34.01,28.83
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,26,33.83,28.85
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,27,33.86,28.88
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,28,33.88,28.9
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,29,33.84,28.92
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,30,33.83,28.98
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,31,33.81,29.25
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,32,33.85,29.3
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,33,33.95,29.34
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,34,33.79,29.39
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,35,33.81,29.41
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,36,33.81,29.43
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,37,33.82,29.47
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,38,33.83,29.49
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,39,33.81,29.49
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,40,33.86,29.49
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,41,33.76,29.51
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,42,33.85,29.51
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,43,33.94,29.53
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,44,33.94,29.53
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,45,33.87,29.53
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,46,33.86,29.53
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,47,33.77,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,48,33.76,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,49,33.82,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,50,33.82,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,51,33.87,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,52,33.79,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,53,33.85,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,54,33.81,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,55,33.9,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,56,33.88,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,57,33.86,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,58,33.96,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,59,33.88,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,60,33.77,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,61,33.99,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,62,33.79,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,63,33.8,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,64,33.74,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,65,33.82,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,66,33.79,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,67,33.79,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,68,33.76,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,69,33.96,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,70,33.77,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,71,33.87,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,72,33.73,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,73,33.81,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,74,33.84,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,75,33.81,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,76,33.86,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,77,33.97,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,78,33.81,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,79,33.94,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,80,33.9,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,81,33.79,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,82,33.79,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,83,33.86,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,84,33.9,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,85,33.81,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,86,33.78,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,87,33.86,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,88,33.86,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,89,33.87,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,90,33.8,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,91,33.84,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,92,33.76,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,93,33.79,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,94,33.85,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,95,33.77,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,96,33.83,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,97,33.84,29.56
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,98,33.85,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,99,34.02,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,100,33.95,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,101,33.8,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,102,33.84,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,103,33.89,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,104,33.91,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,105,33.76,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,106,33.85,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,107,33.81,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,108,33.91,29.54
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,109,33.8,29.55
12331098_1080_1920_25fps,V6_Mufettisli,CODEC,110,33.83,29.55
