Video,Model,Aktarim_Modu,Frame_ID,PSNR_dB,SSIM
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,25,25.61,0.7815
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,26,25.67,0.7821
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,27,25.62,0.7845
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,28,25.6,0.7787
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,29,25.59,0.7835
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,30,25.65,0.7833
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,31,25.6,0.7849
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,32,25.58,0.7785
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,33,25.59,0.7833
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,34,25.64,0.7831
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,35,25.58,0.7838
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,36,25.71,0.7831
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,37,25.65,0.7867
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,38,25.7,0.7857
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,39,25.64,0.7863
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,40,25.63,0.7798
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,41,25.63,0.7859
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,42,25.69,0.7853
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,43,25.62,0.7856
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,44,25.62,0.7796
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,45,25.61,0.7853
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,46,25.66,0.7841
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,47,25.6,0.7846
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,48,25.73,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,49,25.64,0.7855
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,50,25.61,0.7781
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,51,25.58,0.7812
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,52,25.58,0.7762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,53,25.58,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,54,25.65,0.7822
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,55,25.58,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,56,25.56,0.7765
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,57,25.56,0.7824
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,58,25.62,0.7811
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,59,25.58,0.7824
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,60,25.66,0.7803
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,61,25.61,0.784
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,62,25.7,0.7832
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,63,25.63,0.7848
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,64,25.61,0.7788
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,65,25.59,0.7839
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,66,25.63,0.7827
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,67,25.56,0.7834
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,68,25.54,0.777
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,69,25.52,0.7823
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,70,25.58,0.7807
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,71,25.5,0.7814
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,72,25.56,0.7803
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,73,25.47,0.7827
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,74,25.53,0.7803
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,75,25.35,0.7714
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,76,25.4,0.7687
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,77,25.4,0.7745
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,78,25.46,0.7749
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,79,25.4,0.7767
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,80,25.37,0.7701
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,81,25.37,0.7769
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,82,25.42,0.7755
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,83,25.37,0.7771
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,84,25.47,0.7749
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,85,25.38,0.7782
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,86,25.42,0.7768
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,87,25.38,0.7782
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,88,25.35,0.7715
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,89,25.36,0.7772
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,90,25.39,0.7762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,91,25.35,0.7781
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,92,25.31,0.7719
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,93,25.3,0.777
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,94,25.34,0.7755
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,95,25.3,0.7766
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,96,25.35,0.7746
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,97,25.27,0.7774
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,98,25.27,0.7735
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,99,25.23,0.7747
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,100,25.08,0.7587
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,101,25.13,0.7651
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,102,25.19,0.7663
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,103,25.15,0.7683
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,104,25.12,0.761
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,105,25.12,0.7676
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,106,25.15,0.7659
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,107,25.09,0.7672
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,108,25.21,0.7656
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,109,25.14,0.7693
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,110,25.18,0.7674
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,111,25.11,0.769
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,112,25.06,0.7615
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,113,25.08,0.7666
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,114,25.12,0.7663
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,115,25.08,0.768
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,116,25.03,0.7611
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,117,25.04,0.7669
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,118,25.07,0.7654
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,119,25.03,0.7668
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,120,25.01,0.7652
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,121,24.97,0.7679
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,122,25.01,0.7662
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,123,24.96,0.7673
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,124,24.91,0.7608
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,125,24.88,0.7595
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,126,24.92,0.7587
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,127,24.9,0.7618
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,128,24.85,0.7559
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,129,24.85,0.7617
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,130,24.89,0.7606
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,131,24.86,0.762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,132,24.86,0.761
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,133,24.83,0.7644
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,134,24.84,0.7627
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,135,24.79,0.7631
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,136,24.75,0.7566
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,137,24.77,0.7615
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,138,24.79,0.7614
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,139,24.75,0.7632
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,140,24.7,0.7568
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,141,24.72,0.762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,142,24.75,0.7615
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,143,24.7,0.7629
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,144,24.68,0.7614
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,145,24.64,0.7638
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,146,24.67,0.7629
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,147,24.62,0.7647
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,148,24.59,0.7576
15773739_1920_1080_25fps,V6_Mufettisli,CODEC,149,24.59,0.7612
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,0,25.2,0.7556
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,1,25.52,0.7795
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,2,25.64,0.7829
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,3,25.6,0.7846
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,4,25.56,0.7794
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,5,25.59,0.7847
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,6,25.64,0.7852
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,7,25.6,0.7863
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,8,25.58,0.781
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,9,25.53,0.7805
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,10,25.62,0.7814
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,11,25.58,0.783
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,12,25.74,0.7846
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,13,25.68,0.7866
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,14,25.74,0.7859
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,15,25.67,0.7862
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,16,25.63,0.7799
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,17,25.64,0.7845
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,18,25.69,0.7842
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,19,25.63,0.7846
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,20,25.62,0.7793
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,21,25.63,0.7832
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,22,25.68,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,23,25.62,0.7841
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,24,25.71,0.7837
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,25,25.61,0.7815
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,26,25.67,0.7821
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,27,25.62,0.7845
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,28,25.6,0.7787
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,29,25.59,0.7835
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,30,25.65,0.7833
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,31,25.6,0.7849
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,32,25.58,0.7785
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,33,25.59,0.7833
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,34,25.64,0.7831
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,35,25.58,0.7838
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,36,25.71,0.7831
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,37,25.65,0.7867
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,38,25.7,0.7857
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,39,25.64,0.7863
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,40,25.63,0.7798
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,41,25.63,0.7859
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,42,25.69,0.7853
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,43,25.62,0.7856
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,44,25.62,0.7796
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,45,25.61,0.7853
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,46,25.66,0.7841
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,47,25.6,0.7846
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,48,25.73,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,49,25.64,0.7855
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,50,25.61,0.7781
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,51,25.58,0.7812
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,52,25.58,0.7762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,53,25.58,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,54,25.65,0.7822
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,55,25.58,0.7828
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,56,25.56,0.7765
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,57,25.56,0.7824
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,58,25.62,0.7811
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,59,25.58,0.7824
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,60,25.66,0.7803
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,61,25.61,0.784
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,62,25.7,0.7832
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,63,25.63,0.7848
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,64,25.61,0.7788
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,65,25.59,0.7839
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,66,25.63,0.7827
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,67,25.56,0.7834
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,68,25.54,0.777
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,69,25.52,0.7823
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,70,25.58,0.7807
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,71,25.5,0.7814
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,72,25.56,0.7803
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,73,25.47,0.7827
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,74,25.53,0.7803
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,75,25.35,0.7714
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,76,25.4,0.7687
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,77,25.4,0.7745
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,78,25.46,0.7749
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,79,25.4,0.7767
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,80,25.37,0.7701
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,81,25.37,0.7769
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,82,25.42,0.7755
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,83,25.37,0.7771
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,84,25.47,0.7749
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,85,25.38,0.7782
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,86,25.42,0.7768
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,87,25.38,0.7782
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,88,25.35,0.7715
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,89,25.36,0.7772
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,90,25.39,0.7762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,91,25.35,0.7781
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,92,25.31,0.7719
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,93,25.3,0.777
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,94,25.34,0.7755
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,95,25.3,0.7766
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,96,25.35,0.7746
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,97,25.27,0.7774
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,98,25.27,0.7735
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,99,25.23,0.7747
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,100,25.08,0.7587
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,101,25.13,0.7651
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,102,25.19,0.7663
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,103,25.15,0.7683
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,104,25.12,0.761
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,105,25.12,0.7676
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,106,25.15,0.7659
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,107,25.09,0.7672
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,108,25.21,0.7656
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,109,25.14,0.7693
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,110,25.18,0.7674
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,111,25.11,0.769
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,112,25.06,0.7615
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,113,25.08,0.7666
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,114,25.12,0.7663
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,115,25.08,0.768
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,116,25.03,0.7611
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,117,25.04,0.7669
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,118,25.07,0.7654
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,119,25.03,0.7668
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,120,25.01,0.7652
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,121,24.97,0.7679
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,122,25.01,0.7662
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,123,24.96,0.7673
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,124,24.91,0.7608
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,125,24.88,0.7595
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,126,24.92,0.7587
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,127,24.9,0.7618
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,128,24.85,0.7559
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,129,24.85,0.7617
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,130,24.89,0.7606
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,131,24.86,0.762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,132,24.86,0.761
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,133,24.83,0.7644
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,134,24.84,0.7627
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,135,24.79,0.7631
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,136,24.75,0.7566
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,137,24.77,0.7615
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,138,24.79,0.7614
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,139,24.75,0.7632
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,140,24.7,0.7568
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,141,24.72,0.762
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,142,24.75,0.7615
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,143,24.7,0.7629
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,144,24.68,0.7614
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,145,24.64,0.7638
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,146,24.67,0.7629
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,147,24.62,0.7647
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,148,24.59,0.7576
15773739_1920_1080_25fps,V6_Mufettisli,CODEC_ZLIB,149,24.59,0.7612
