Kare_No,Tip,Islem_Suresi_ms,FPS
88,SUNUCU_KARE,0.01,1000.0
89,SUNUCU_KARE,0.01,1000.0
90,SUNUCU_KARE,0.01,1000.0
91,SUNUCU_KARE,0.01,1000.0
92,SUNUCU_KARE,0.01,1000.0
93,SUNUCU_KARE,0.01,1000.0
94,SUNUCU_KARE,0.01,1000.0
95,SUNUCU_KARE,0.01,1000.0
96,SUNUCU_KARE,112.85,8.9
97,AI_SENTEZ,112.85,8.9
98,SUNUCU_KARE,58.32,17.1
99,AI_SENTEZ,58.32,17.1
100,SUNUCU_KARE,48.79,20.5
101,AI_SENTEZ,48.79,20.5
102,SUNUCU_KARE,52.75,19.0
103,AI_SENTEZ,52.75,19.0
104,SUNUCU_KARE,0.00,1000.0
105,SUNUCU_KARE,0.00,1000.0
106,SUNUCU_KARE,0.01,1000.0
107,SUNUCU_KARE,0.01,1000.0
108,SUNUCU_KARE,51.98,19.2
109,AI_SENTEZ,51.98,19.2
110,SUNUCU_KARE,24.53,40.8
111,AI_SENTEZ,24.53,40.8
112,SUNUCU_KARE,51.71,19.3
113,AI_SENTEZ,51.71,19.3
114,SUNUCU_KARE,0.01,1000.0
115,SUNUCU_KARE,0.01,1000.0
116,SUNUCU_KARE,0.01,1000.0
117,SUNUCU_KARE,64.30,15.6
118,AI_SENTEZ,64.30,15.6
119,SUNUCU_KARE,51.92,19.3
120,AI_SENTEZ,51.92,19.3
121,SUNUCU_KARE,43.11,23.2
122,AI_SENTEZ,43.11,23.2
123,SUNUCU_KARE,50.63,19.8
124,AI_SENTEZ,50.63,19.8
125,SUNUCU_KARE,53.07,18.8
126,AI_SENTEZ,53.07,18.8
127,SUNUCU_KARE,66.30,15.1
128,AI_SENTEZ,66.30,15.1
129,SUNUCU_KARE,85.97,11.6
130,AI_SENTEZ,85.97,11.6
131,SUNUCU_KARE,0.01,1000.0
132,SUNUCU_KARE,79.80,12.5
133,AI_SENTEZ,79.80,12.5
134,SUNUCU_KARE,76.69,13.0
135,AI_SENTEZ,76.69,13.0
136,SUNUCU_KARE,0.00,1000.0
137,SUNUCU_KARE,0.01,1000.0
138,SUNUCU_KARE,83.84,11.9
139,AI_SENTEZ,83.84,11.9
140,SUNUCU_KARE,0.00,1000.0
141,SUNUCU_KARE,0.00,1000.0
142,SUNUCU_KARE,0.01,1000.0
143,SUNUCU_KARE,0.01,1000.0
144,SUNUCU_KARE,0.01,1000.0
145,SUNUCU_KARE,76.84,13.0
146,AI_SENTEZ,76.84,13.0
147,SUNUCU_KARE,0.00,1000.0
148,SUNUCU_KARE,0.01,1000.0
149,SUNUCU_KARE,0.01,1000.0
150,SUNUCU_KARE,0.00,1000.0
151,SUNUCU_KARE,24.81,40.3
152,AI_SENTEZ,24.81,40.3
153,SUNUCU_KARE,41.35,24.2
154,AI_SENTEZ,41.35,24.2
155,SUNUCU_KARE,83.04,12.0
156,AI_SENTEZ,83.04,12.0
157,SUNUCU_KARE,45.96,21.8
158,AI_SENTEZ,45.96,21.8
159,SUNUCU_KARE,20.94,47.8
160,AI_SENTEZ,20.94,47.8
161,SUNUCU_KARE,30.83,32.4
162,AI_SENTEZ,30.83,32.4
163,SUNUCU_KARE,61.98,16.1
164,AI_SENTEZ,61.98,16.1
165,SUNUCU_KARE,0.01,1000.0
166,SUNUCU_KARE,0.01,1000.0
167,SUNUCU_KARE,81.23,12.3
168,AI_SENTEZ,81.23,12.3
169,SUNUCU_KARE,0.00,1000.0
170,SUNUCU_KARE,0.01,1000.0
171,SUNUCU_KARE,0.01,1000.0
172,SUNUCU_KARE,0.01,1000.0
173,SUNUCU_KARE,0.01,1000.0
174,SUNUCU_KARE,89.07,11.2
175,AI_SENTEZ,89.07,11.2
176,SUNUCU_KARE,0.00,1000.0
177,SUNUCU_KARE,0.01,1000.0
178,SUNUCU_KARE,0.01,1000.0
179,SUNUCU_KARE,0.01,1000.0
180,SUNUCU_KARE,0.01,1000.0
181,SUNUCU_KARE,0.01,1000.0
182,SUNUCU_KARE,0.01,1000.0
183,SUNUCU_KARE,0.01,1000.0
184,SUNUCU_KARE,0.00,1000.0
185,SUNUCU_KARE,0.01,1000.0
186,SUNUCU_KARE,0.00,1000.0
187,SUNUCU_KARE,0.00,1000.0
188,SUNUCU_KARE,0.01,1000.0
189,SUNUCU_KARE,0.01,1000.0
190,SUNUCU_KARE,0.01,1000.0
191,SUNUCU_KARE,0.00,1000.0
192,SUNUCU_KARE,0.01,1000.0
193,SUNUCU_KARE,0.01,1000.0
194,SUNUCU_KARE,0.01,1000.0
195,SUNUCU_KARE,0.01,1000.0
196,SUNUCU_KARE,0.01,1000.0
197,SUNUCU_KARE,0.01,1000.0
198,SUNUCU_KARE,0.00,1000.0
199,SUNUCU_KARE,0.01,1000.0
200,SUNUCU_KARE,0.01,1000.0
201,SUNUCU_KARE,0.01,1000.0
202,SUNUCU_KARE,0.01,1000.0
203,SUNUCU_KARE,0.01,1000.0
204,SUNUCU_KARE,0.01,1000.0
205,SUNUCU_KARE,0.01,1000.0
206,SUNUCU_KARE,0.01,1000.0
207,SUNUCU_KARE,0.01,1000.0
208,SUNUCU_KARE,0.01,1000.0
209,SUNUCU_KARE,112.84,8.9
210,AI_SENTEZ,112.84,8.9
211,SUNUCU_KARE,0.00,1000.0
212,SUNUCU_KARE,0.00,1000.0
213,SUNUCU_KARE,0.00,1000.0
214,SUNUCU_KARE,84.59,11.8
215,AI_SENTEZ,84.59,11.8
216,SUNUCU_KARE,78.41,12.8
217,AI_SENTEZ,78.41,12.8
218,SUNUCU_KARE,59.56,16.8
219,AI_SENTEZ,59.56,16.8
220,SUNUCU_KARE,53.07,18.8
221,AI_SENTEZ,53.07,18.8
222,SUNUCU_KARE,62.70,15.9
223,AI_SENTEZ,62.70,15.9
224,SUNUCU_KARE,184.78,5.4
225,AI_SENTEZ,184.78,5.4
226,AI_SENTEZ,184.78,5.4
227,AI_SENTEZ,184.78,5.4
228,SUNUCU_KARE,70.50,14.2
229,AI_SENTEZ,70.50,14.2
230,SUNUCU_KARE,74.59,13.4
231,AI_SENTEZ,74.59,13.4
232,SUNUCU_KARE,0.00,1000.0
233,SUNUCU_KARE,78.31,12.8
234,AI_SENTEZ,78.31,12.8
235,SUNUCU_KARE,0.00,1000.0
236,SUNUCU_KARE,0.01,1000.0
237,SUNUCU_KARE,0.01,1000.0
238,SUNUCU_KARE,0.01,1000.0
239,SUNUCU_KARE,0.01,1000.0
240,SUNUCU_KARE,73.61,13.6
241,AI_SENTEZ,73.61,13.6
242,SUNUCU_KARE,71.15,14.1
243,AI_SENTEZ,71.15,14.1
244,SUNUCU_KARE,63.29,15.8
245,AI_SENTEZ,63.29,15.8
246,SUNUCU_KARE,57.08,17.5
247,AI_SENTEZ,57.08,17.5
248,SUNUCU_KARE,62.56,16.0
249,AI_SENTEZ,62.56,16.0
250,SUNUCU_KARE,55.01,18.2
251,AI_SENTEZ,55.01,18.2
252,SUNUCU_KARE,77.37,12.9
253,AI_SENTEZ,77.37,12.9
254,SUNUCU_KARE,75.29,13.3
255,AI_SENTEZ,75.29,13.3
256,SUNUCU_KARE,218.90,4.6
257,AI_SENTEZ,218.90,4.6
258,AI_SENTEZ,218.90,4.6
259,AI_SENTEZ,218.90,4.6
260,SUNUCU_KARE,219.77,4.6
261,AI_SENTEZ,219.77,4.6
262,AI_SENTEZ,219.77,4.6
263,AI_SENTEZ,219.77,4.6
264,SUNUCU_KARE,59.52,16.8
265,AI_SENTEZ,59.52,16.8
266,SUNUCU_KARE,45.24,22.1
267,AI_SENTEZ,45.24,22.1
268,SUNUCU_KARE,526.30,1.9
269,AI_SENTEZ,526.30,1.9
270,AI_SENTEZ,526.30,1.9
271,AI_SENTEZ,526.30,1.9
272,AI_SENTEZ,526.30,1.9
273,AI_SENTEZ,526.30,1.9
274,AI_SENTEZ,526.30,1.9
275,AI_SENTEZ,526.30,1.9
276,SUNUCU_KARE,229.30,4.4
277,AI_SENTEZ,229.30,4.4
278,AI_SENTEZ,229.30,4.4
279,AI_SENTEZ,229.30,4.4
280,SUNUCU_KARE,67.11,14.9
281,AI_SENTEZ,67.11,14.9
282,SUNUCU_KARE,53.59,18.7
283,AI_SENTEZ,53.59,18.7
284,SUNUCU_KARE,0.00,1000.0
285,SUNUCU_KARE,0.00,1000.0
286,SUNUCU_KARE,71.35,14.0
287,AI_SENTEZ,71.35,14.0
288,SUNUCU_KARE,58.16,17.2
289,AI_SENTEZ,58.16,17.2
290,SUNUCU_KARE,0.01,1000.0
